subdivision,year,month,rainfall_mm
Andaman & Nicobar Islands,1957,5,142.4
Andaman & Nicobar Islands,1957,6,741.9
Andaman & Nicobar Islands,1957,7,316.2
Andaman & Nicobar Islands,1957,8,421.3
Andaman & Nicobar Islands,1957,9,354.3
Andaman & Nicobar Islands,1957,10,299.7
Andaman & Nicobar Islands,1957,11,88.6
Andaman & Nicobar Islands,1957,12,71.9
Andaman & Nicobar Islands,1958,1,22.9
Andaman & Nicobar Islands,1958,2,14.3
Andaman & Nicobar Islands,1958,3,30.4
Andaman & Nicobar Islands,1958,4,24.6
Andaman & Nicobar Islands,1958,5,355.1
Andaman & Nicobar Islands,1958,6,530.7
Andaman & Nicobar Islands,1958,7,440.7
Andaman & Nicobar Islands,1958,8,388.4
Andaman & Nicobar Islands,1958,9,350.6
Andaman & Nicobar Islands,1958,10,265.2
Andaman & Nicobar Islands,1958,11,313.8
Andaman & Nicobar Islands,1958,12,70.7
Andaman & Nicobar Islands,1959,1,10.1
Andaman & Nicobar Islands,1959,2,1.8
Andaman & Nicobar Islands,1959,3,31.3
Andaman & Nicobar Islands,1959,4,86.7
Andaman & Nicobar Islands,1959,5,238.1
Andaman & Nicobar Islands,1959,6,455.7
Andaman & Nicobar Islands,1959,7,817.1
Andaman & Nicobar Islands,1959,8,409.3
Andaman & Nicobar Islands,1959,9,589.6
Andaman & Nicobar Islands,1959,10,332.7
Andaman & Nicobar Islands,1959,11,242.5
Andaman & Nicobar Islands,1959,12,128.5
Andaman & Nicobar Islands,1960,1,104.2
Andaman & Nicobar Islands,1960,2,72.4
Andaman & Nicobar Islands,1960,3,12.1
Andaman & Nicobar Islands,1960,4,53.5
Andaman & Nicobar Islands,1960,5,535.4
Andaman & Nicobar Islands,1960,6,541.5
Andaman & Nicobar Islands,1960,7,308.4
Andaman & Nicobar Islands,1960,8,270.7
Andaman & Nicobar Islands,1960,9,442.4
Andaman & Nicobar Islands,1960,10,400
Andaman & Nicobar Islands,1960,11,191.7
Andaman & Nicobar Islands,1960,12,92.8
Andaman & Nicobar Islands,1961,1,82.1
Andaman & Nicobar Islands,1961,2,99.4
Andaman & Nicobar Islands,1961,3,33.2
Andaman & Nicobar Islands,1961,4,88.1
Andaman & Nicobar Islands,1961,5,973.1
Andaman & Nicobar Islands,1961,6,383.3
Andaman & Nicobar Islands,1961,7,304.9
Andaman & Nicobar Islands,1961,8,557.1
Andaman & Nicobar Islands,1961,9,612
Andaman & Nicobar Islands,1961,10,379.9
Andaman & Nicobar Islands,1961,11,280.6
Andaman & Nicobar Islands,1961,12,144.5
Andaman & Nicobar Islands,1962,1,152.4
Andaman & Nicobar Islands,1962,2,14.9
Andaman & Nicobar Islands,1962,3,17.3
Andaman & Nicobar Islands,1962,4,46.4
Andaman & Nicobar Islands,1962,5,310.4
Andaman & Nicobar Islands,1962,6,367.7
Andaman & Nicobar Islands,1962,7,409.1
Andaman & Nicobar Islands,1962,8,420.6
Andaman & Nicobar Islands,1962,9,474.5
Andaman & Nicobar Islands,1962,10,259.8
Andaman & Nicobar Islands,1962,11,101.7
Andaman & Nicobar Islands,1962,12,384.9
Andaman & Nicobar Islands,1963,1,79.9
Andaman & Nicobar Islands,1963,2,26.8
Andaman & Nicobar Islands,1963,3,7.4
Andaman & Nicobar Islands,1963,4,69.5
Andaman & Nicobar Islands,1963,5,259.9
Andaman & Nicobar Islands,1963,6,434.7
Andaman & Nicobar Islands,1963,7,303.3
Andaman & Nicobar Islands,1963,8,601.2
Andaman & Nicobar Islands,1963,9,614.3
Andaman & Nicobar Islands,1963,10,295.5
Andaman & Nicobar Islands,1963,11,109.3
Andaman & Nicobar Islands,1963,12,179.9
Andaman & Nicobar Islands,1964,1,65.5
Andaman & Nicobar Islands,1964,2,21.9
Andaman & Nicobar Islands,1964,3,3.1
Andaman & Nicobar Islands,1964,4,18.1
Andaman & Nicobar Islands,1964,5,530.6
Andaman & Nicobar Islands,1964,6,465.3
Andaman & Nicobar Islands,1964,7,287.3
Andaman & Nicobar Islands,1964,8,472.1
Andaman & Nicobar Islands,1964,9,521.2
Andaman & Nicobar Islands,1964,10,218.9
Andaman & Nicobar Islands,1964,11,349.2
Andaman & Nicobar Islands,1964,12,101.6
Andaman & Nicobar Islands,1965,1,11.8
Andaman & Nicobar Islands,1965,2,30.4
Andaman & Nicobar Islands,1965,3,25.3
Andaman & Nicobar Islands,1965,4,51
Andaman & Nicobar Islands,1965,5,292.3
Andaman & Nicobar Islands,1965,6,408.8
Andaman & Nicobar Islands,1965,7,392.1
Andaman & Nicobar Islands,1965,8,396.6
Andaman & Nicobar Islands,1965,9,576.8
Andaman & Nicobar Islands,1965,10,290.5
Andaman & Nicobar Islands,1965,11,187.9
Andaman & Nicobar Islands,1965,12,500.4
Andaman & Nicobar Islands,1966,1,79.8
Andaman & Nicobar Islands,1966,2,4.2
Andaman & Nicobar Islands,1966,3,12
Andaman & Nicobar Islands,1966,4,38.7
Andaman & Nicobar Islands,1966,5,376.9
Andaman & Nicobar Islands,1966,6,148.8
Andaman & Nicobar Islands,1966,7,433.5
Andaman & Nicobar Islands,1966,8,335.6
Andaman & Nicobar Islands,1966,9,454.1
Andaman & Nicobar Islands,1966,10,171.9
Andaman & Nicobar Islands,1966,11,333.8
Andaman & Nicobar Islands,1966,12,311.9
Andaman & Nicobar Islands,1967,1,164.6
Andaman & Nicobar Islands,1967,2,21.6
Andaman & Nicobar Islands,1967,3,30
Andaman & Nicobar Islands,1967,4,63.4
Andaman & Nicobar Islands,1967,5,516.4
Andaman & Nicobar Islands,1967,6,340.8
Andaman & Nicobar Islands,1967,7,537.8
Andaman & Nicobar Islands,1967,8,614.3
Andaman & Nicobar Islands,1967,9,303.5
Andaman & Nicobar Islands,1967,10,427.5
Andaman & Nicobar Islands,1967,11,99.7
Andaman & Nicobar Islands,1967,12,97
Andaman & Nicobar Islands,1968,1,22.1
Andaman & Nicobar Islands,1968,2,1.3
Andaman & Nicobar Islands,1968,3,4.2
Andaman & Nicobar Islands,1968,4,81.5
Andaman & Nicobar Islands,1968,5,297.6
Andaman & Nicobar Islands,1968,6,545.2
Andaman & Nicobar Islands,1968,7,519.3
Andaman & Nicobar Islands,1968,8,242
Andaman & Nicobar Islands,1968,9,496.8
Andaman & Nicobar Islands,1968,10,281.6
Andaman & Nicobar Islands,1968,11,152
Andaman & Nicobar Islands,1968,12,119.2
Andaman & Nicobar Islands,1969,1,106.3
Andaman & Nicobar Islands,1969,2,64.7
Andaman & Nicobar Islands,1969,3,14.6
Andaman & Nicobar Islands,1969,4,20.8
Andaman & Nicobar Islands,1969,5,317.3
Andaman & Nicobar Islands,1969,6,422.8
Andaman & Nicobar Islands,1969,7,345.2
Andaman & Nicobar Islands,1969,8,281.4
Andaman & Nicobar Islands,1969,9,489.8
Andaman & Nicobar Islands,1969,10,146.8
Andaman & Nicobar Islands,1969,11,343.7
Andaman & Nicobar Islands,1969,12,65.8
Andaman & Nicobar Islands,1970,1,72.2
Andaman & Nicobar Islands,1970,2,34
Andaman & Nicobar Islands,1970,3,7.8
Andaman & Nicobar Islands,1970,4,58.2
Andaman & Nicobar Islands,1970,5,422.7
Andaman & Nicobar Islands,1970,6,407.3
Andaman & Nicobar Islands,1970,7,564.6
Andaman & Nicobar Islands,1970,8,342.9
Andaman & Nicobar Islands,1970,9,423.5
Andaman & Nicobar Islands,1970,10,386.6
Andaman & Nicobar Islands,1970,11,418.4
Andaman & Nicobar Islands,1970,12,232.7
Andaman & Nicobar Islands,1971,1,41.5
Andaman & Nicobar Islands,1971,2,32.8
Andaman & Nicobar Islands,1971,3,37.7
Andaman & Nicobar Islands,1971,4,35.3
Andaman & Nicobar Islands,1971,5,398
Andaman & Nicobar Islands,1971,6,394.6
Andaman & Nicobar Islands,1971,7,421.1
Andaman & Nicobar Islands,1971,8,327.9
Andaman & Nicobar Islands,1971,9,470.2
Andaman & Nicobar Islands,1971,10,505.3
Andaman & Nicobar Islands,1971,11,178.4
Andaman & Nicobar Islands,1971,12,155.9
Andaman & Nicobar Islands,1972,1,13.7
Andaman & Nicobar Islands,1972,2,1.7
Andaman & Nicobar Islands,1972,3,7.5
Andaman & Nicobar Islands,1972,4,178.3
Andaman & Nicobar Islands,1972,5,420.2
Andaman & Nicobar Islands,1972,6,470
Andaman & Nicobar Islands,1972,7,544.6
Andaman & Nicobar Islands,1972,8,384.9
Andaman & Nicobar Islands,1972,9,444.5
Andaman & Nicobar Islands,1972,10,263.8
Andaman & Nicobar Islands,1972,11,413.9
Andaman & Nicobar Islands,1972,12,180
Andaman & Nicobar Islands,1973,1,18.1
Andaman & Nicobar Islands,1973,2,20.3
Andaman & Nicobar Islands,1973,3,30.5
Andaman & Nicobar Islands,1973,4,29.6
Andaman & Nicobar Islands,1973,5,418.6
Andaman & Nicobar Islands,1973,6,488.6
Andaman & Nicobar Islands,1973,7,371.4
Andaman & Nicobar Islands,1973,8,370.3
Andaman & Nicobar Islands,1973,9,357.5
Andaman & Nicobar Islands,1973,10,247.2
Andaman & Nicobar Islands,1973,11,349.8
Andaman & Nicobar Islands,1973,12,289.1
Andaman & Nicobar Islands,1974,1,22.2
Andaman & Nicobar Islands,1974,2,43.9
Andaman & Nicobar Islands,1974,3,17.2
Andaman & Nicobar Islands,1974,4,301.4
Andaman & Nicobar Islands,1974,5,353.3
Andaman & Nicobar Islands,1974,6,343.8
Andaman & Nicobar Islands,1974,7,257.1
Andaman & Nicobar Islands,1974,8,456.2
Andaman & Nicobar Islands,1974,9,321.6
Andaman & Nicobar Islands,1974,10,398.4
Andaman & Nicobar Islands,1974,11,372.2
Andaman & Nicobar Islands,1974,12,74.8
Andaman & Nicobar Islands,1975,1,276.9
Andaman & Nicobar Islands,1975,2,27.5
Andaman & Nicobar Islands,1975,3,8
Andaman & Nicobar Islands,1975,4,24.2
Andaman & Nicobar Islands,1975,5,362.9
Andaman & Nicobar Islands,1975,6,706.3
Andaman & Nicobar Islands,1975,7,173.6
Andaman & Nicobar Islands,1975,8,357.4
Andaman & Nicobar Islands,1975,9,351.8
Andaman & Nicobar Islands,1975,10,373.6
Andaman & Nicobar Islands,1975,11,323.7
Andaman & Nicobar Islands,1975,12,99.7
Andaman & Nicobar Islands,1976,1,20.9
Andaman & Nicobar Islands,1976,2,9.7
Andaman & Nicobar Islands,1976,3,0.6
Andaman & Nicobar Islands,1976,4,161.6
Andaman & Nicobar Islands,1976,5,551.4
Andaman & Nicobar Islands,1976,6,441.4
Andaman & Nicobar Islands,1976,7,382.1
Andaman & Nicobar Islands,1976,8,487.7
Andaman & Nicobar Islands,1976,9,387
Andaman & Nicobar Islands,1976,10,166.8
Andaman & Nicobar Islands,1976,11,307.2
Andaman & Nicobar Islands,1976,12,359.6
Andaman & Nicobar Islands,1977,1,79.7
Andaman & Nicobar Islands,1977,2,43.2
Andaman & Nicobar Islands,1977,3,6.1
Andaman & Nicobar Islands,1977,4,6.9
Andaman & Nicobar Islands,1977,5,275.3
Andaman & Nicobar Islands,1977,6,339.3
Andaman & Nicobar Islands,1977,7,341.1
Andaman & Nicobar Islands,1977,8,345.5
Andaman & Nicobar Islands,1977,9,467.1
Andaman & Nicobar Islands,1977,10,263.6
Andaman & Nicobar Islands,1977,11,153.3
Andaman & Nicobar Islands,1977,12,67.1
Andaman & Nicobar Islands,1978,1,109.6
Andaman & Nicobar Islands,1978,2,29.3
Andaman & Nicobar Islands,1978,3,18.9
Andaman & Nicobar Islands,1978,4,63.4
Andaman & Nicobar Islands,1978,5,343.6
Andaman & Nicobar Islands,1978,6,462.2
Andaman & Nicobar Islands,1978,7,656.6
Andaman & Nicobar Islands,1978,8,346.3
Andaman & Nicobar Islands,1978,9,310.8
Andaman & Nicobar Islands,1978,10,243.7
Andaman & Nicobar Islands,1978,11,83.4
Andaman & Nicobar Islands,1978,12,44.6
Andaman & Nicobar Islands,1979,1,35.5
Andaman & Nicobar Islands,1979,2,9.4
Andaman & Nicobar Islands,1979,3,3.9
Andaman & Nicobar Islands,1979,4,64.8
Andaman & Nicobar Islands,1979,5,146.3
Andaman & Nicobar Islands,1979,6,282.8
Andaman & Nicobar Islands,1979,7,455.9
Andaman & Nicobar Islands,1979,8,173.6
Andaman & Nicobar Islands,1979,9,330.2
Andaman & Nicobar Islands,1979,10,163.5
Andaman & Nicobar Islands,1979,11,169.8
Andaman & Nicobar Islands,1979,12,13.6
Andaman & Nicobar Islands,1980,1,5.5
Andaman & Nicobar Islands,1980,2,0.8
Andaman & Nicobar Islands,1980,3,9.2
Andaman & Nicobar Islands,1980,4,38.8
Andaman & Nicobar Islands,1980,5,728.4
Andaman & Nicobar Islands,1980,6,604.2
Andaman & Nicobar Islands,1980,7,575.7
Andaman & Nicobar Islands,1980,8,494.4
Andaman & Nicobar Islands,1980,9,271.9
Andaman & Nicobar Islands,1980,10,252
Andaman & Nicobar Islands,1980,11,143.7
Andaman & Nicobar Islands,1980,12,500.7
Andaman & Nicobar Islands,1981,1,11.1
Andaman & Nicobar Islands,1981,2,27.8
Andaman & Nicobar Islands,1981,3,1.7
Andaman & Nicobar Islands,1981,4,94.1
Andaman & Nicobar Islands,1981,5,270.8
Andaman & Nicobar Islands,1981,6,600.6
Andaman & Nicobar Islands,1981,7,344.1
Andaman & Nicobar Islands,1981,8,510.7
Andaman & Nicobar Islands,1981,9,452.6
Andaman & Nicobar Islands,1981,10,242.1
Andaman & Nicobar Islands,1981,11,348.4
Andaman & Nicobar Islands,1981,12,170.7
Andaman & Nicobar Islands,1982,1,8.8
Andaman & Nicobar Islands,1982,2,2.8
Andaman & Nicobar Islands,1982,3,6.6
Andaman & Nicobar Islands,1982,4,97.5
Andaman & Nicobar Islands,1982,5,229.2
Andaman & Nicobar Islands,1982,6,448.7
Andaman & Nicobar Islands,1982,7,410.5
Andaman & Nicobar Islands,1982,8,347.6
Andaman & Nicobar Islands,1982,9,369
Andaman & Nicobar Islands,1982,10,164.5
Andaman & Nicobar Islands,1982,11,238.8
Andaman & Nicobar Islands,1982,12,60.5
Andaman & Nicobar Islands,1983,1,22.1
Andaman & Nicobar Islands,1983,2,0
Andaman & Nicobar Islands,1983,3,3.1
Andaman & Nicobar Islands,1983,4,9.1
Andaman & Nicobar Islands,1983,5,240.8
Andaman & Nicobar Islands,1983,6,424.3
Andaman & Nicobar Islands,1983,7,468.9
Andaman & Nicobar Islands,1983,8,493.8
Andaman & Nicobar Islands,1983,9,505.5
Andaman & Nicobar Islands,1983,10,275.8
Andaman & Nicobar Islands,1983,11,261
Andaman & Nicobar Islands,1983,12,88.1
Andaman & Nicobar Islands,1984,1,69.4
Andaman & Nicobar Islands,1984,2,173.8
Andaman & Nicobar Islands,1984,3,26.3
Andaman & Nicobar Islands,1984,4,156.6
Andaman & Nicobar Islands,1984,5,162.3
Andaman & Nicobar Islands,1984,6,424.9
Andaman & Nicobar Islands,1984,7,446.4
Andaman & Nicobar Islands,1984,8,125.8
Andaman & Nicobar Islands,1984,9,283.6
Andaman & Nicobar Islands,1984,10,347.1
Andaman & Nicobar Islands,1984,11,158.9
Andaman & Nicobar Islands,1984,12,445.2
Andaman & Nicobar Islands,1985,1,12
Andaman & Nicobar Islands,1985,2,19.2
Andaman & Nicobar Islands,1985,3,24.1
Andaman & Nicobar Islands,1985,4,55
Andaman & Nicobar Islands,1985,5,278.1
Andaman & Nicobar Islands,1985,6,588.4
Andaman & Nicobar Islands,1985,7,230.9
Andaman & Nicobar Islands,1985,8,375.2
Andaman & Nicobar Islands,1985,9,362.5
Andaman & Nicobar Islands,1985,10,358.9
Andaman & Nicobar Islands,1985,11,232.1
Andaman & Nicobar Islands,1985,12,94.4
Andaman & Nicobar Islands,1986,1,14.8
Andaman & Nicobar Islands,1986,2,0.6
Andaman & Nicobar Islands,1986,3,1.5
Andaman & Nicobar Islands,1986,4,8.2
Andaman & Nicobar Islands,1986,5,302.6
Andaman & Nicobar Islands,1986,6,312.2
Andaman & Nicobar Islands,1986,7,308.5
Andaman & Nicobar Islands,1986,8,444
Andaman & Nicobar Islands,1986,9,408.9
Andaman & Nicobar Islands,1986,10,176.1
Andaman & Nicobar Islands,1986,11,163.5
Andaman & Nicobar Islands,1986,12,47
Andaman & Nicobar Islands,1987,1,72.4
Andaman & Nicobar Islands,1987,2,35.2
Andaman & Nicobar Islands,1987,3,20.4
Andaman & Nicobar Islands,1987,4,17.7
Andaman & Nicobar Islands,1987,5,162.9
Andaman & Nicobar Islands,1987,6,343.7
Andaman & Nicobar Islands,1987,7,45.3
Andaman & Nicobar Islands,1987,8,666.5
Andaman & Nicobar Islands,1987,9,378.9
Andaman & Nicobar Islands,1987,10,373.4
Andaman & Nicobar Islands,1987,11,313.4
Andaman & Nicobar Islands,1987,12,334.1
Andaman & Nicobar Islands,1988,1,10.2
Andaman & Nicobar Islands,1988,2,39.9
Andaman & Nicobar Islands,1988,3,28
Andaman & Nicobar Islands,1988,4,82.7
Andaman & Nicobar Islands,1988,5,427.5
Andaman & Nicobar Islands,1988,6,357.4
Andaman & Nicobar Islands,1988,7,495.6
Andaman & Nicobar Islands,1988,8,354.2
Andaman & Nicobar Islands,1988,9,603.3
Andaman & Nicobar Islands,1988,10,271.4
Andaman & Nicobar Islands,1988,11,583
Andaman & Nicobar Islands,1988,12,69.9
Andaman & Nicobar Islands,1989,1,56
Andaman & Nicobar Islands,1989,2,12.8
Andaman & Nicobar Islands,1989,3,68.1
Andaman & Nicobar Islands,1989,4,42.6
Andaman & Nicobar Islands,1989,5,379.3
Andaman & Nicobar Islands,1989,6,414.9
Andaman & Nicobar Islands,1989,7,380.1
Andaman & Nicobar Islands,1989,8,413.2
Andaman & Nicobar Islands,1989,9,215.9
Andaman & Nicobar Islands,1989,10,291.8
Andaman & Nicobar Islands,1989,11,255
Andaman & Nicobar Islands,1989,12,4
Andaman & Nicobar Islands,1990,1,13.4
Andaman & Nicobar Islands,1990,2,0.2
Andaman & Nicobar Islands,1990,3,24.6
Andaman & Nicobar Islands,1990,4,87.5
Andaman & Nicobar Islands,1990,5,424.6
Andaman & Nicobar Islands,1990,6,291
Andaman & Nicobar Islands,1990,7,213.2
Andaman & Nicobar Islands,1990,8,293.3
Andaman & Nicobar Islands,1990,9,310.4
Andaman & Nicobar Islands,1990,10,133.6
Andaman & Nicobar Islands,1990,11,291.1
Andaman & Nicobar Islands,1990,12,100.3
Andaman & Nicobar Islands,1991,1,14.1
Andaman & Nicobar Islands,1991,2,3.8
Andaman & Nicobar Islands,1991,3,28
Andaman & Nicobar Islands,1991,4,132.9
Andaman & Nicobar Islands,1991,5,191.3
Andaman & Nicobar Islands,1991,6,165.7
Andaman & Nicobar Islands,1991,7,547.2
Andaman & Nicobar Islands,1991,8,486.5
Andaman & Nicobar Islands,1991,9,489.9
Andaman & Nicobar Islands,1991,10,287.6
Andaman & Nicobar Islands,1991,11,130.1
Andaman & Nicobar Islands,1991,12,58.5
Andaman & Nicobar Islands,1992,1,75.9
Andaman & Nicobar Islands,1992,2,10.9
Andaman & Nicobar Islands,1992,3,0
Andaman & Nicobar Islands,1992,4,5.1
Andaman & Nicobar Islands,1992,5,241.7
Andaman & Nicobar Islands,1992,6,392
Andaman & Nicobar Islands,1992,7,348.2
Andaman & Nicobar Islands,1992,8,372.3
Andaman & Nicobar Islands,1992,9,323.7
Andaman & Nicobar Islands,1992,10,257.3
Andaman & Nicobar Islands,1992,11,64.3
Andaman & Nicobar Islands,1992,12,7.2
Andaman & Nicobar Islands,1993,1,14.9
Andaman & Nicobar Islands,1993,2,0
Andaman & Nicobar Islands,1993,3,129.9
Andaman & Nicobar Islands,1993,4,43.7
Andaman & Nicobar Islands,1993,5,181.4
Andaman & Nicobar Islands,1993,6,257.1
Andaman & Nicobar Islands,1993,7,391.7
Andaman & Nicobar Islands,1993,8,226.7
Andaman & Nicobar Islands,1993,9,437
Andaman & Nicobar Islands,1993,10,299.3
Andaman & Nicobar Islands,1993,11,189
Andaman & Nicobar Islands,1993,12,66.7
Andaman & Nicobar Islands,1994,1,7.2
Andaman & Nicobar Islands,1994,2,35.5
Andaman & Nicobar Islands,1994,3,129.4
Andaman & Nicobar Islands,1994,4,154.6
Andaman & Nicobar Islands,1994,5,403.2
Andaman & Nicobar Islands,1994,6,386.3
Andaman & Nicobar Islands,1994,7,569.7
Andaman & Nicobar Islands,1994,8,460.5
Andaman & Nicobar Islands,1994,9,775.1
Andaman & Nicobar Islands,1994,10,137.5
Andaman & Nicobar Islands,1994,11,180.3
Andaman & Nicobar Islands,1994,12,23.8
Andaman & Nicobar Islands,1995,1,51.8
Andaman & Nicobar Islands,1995,2,12.5
Andaman & Nicobar Islands,1995,3,12.1
Andaman & Nicobar Islands,1995,4,21.1
Andaman & Nicobar Islands,1995,5,314.8
Andaman & Nicobar Islands,1995,6,450.4
Andaman & Nicobar Islands,1995,7,501.4
Andaman & Nicobar Islands,1995,8,555.8
Andaman & Nicobar Islands,1995,9,426.4
Andaman & Nicobar Islands,1995,10,294.7
Andaman & Nicobar Islands,1995,11,452.9
Andaman & Nicobar Islands,1995,12,21.6
Andaman & Nicobar Islands,1996,1,52.2
Andaman & Nicobar Islands,1996,2,4.8
Andaman & Nicobar Islands,1996,3,3.4
Andaman & Nicobar Islands,1996,4,122.7
Andaman & Nicobar Islands,1996,5,298
Andaman & Nicobar Islands,1996,6,559.2
Andaman & Nicobar Islands,1996,7,335.5
Andaman & Nicobar Islands,1996,8,328
Andaman & Nicobar Islands,1996,9,541.6
Andaman & Nicobar Islands,1996,10,318.5
Andaman & Nicobar Islands,1996,11,254.2
Andaman & Nicobar Islands,1996,12,178.8
Andaman & Nicobar Islands,1997,1,9.5
Andaman & Nicobar Islands,1997,2,0
Andaman & Nicobar Islands,1997,3,0.2
Andaman & Nicobar Islands,1997,4,15.6
Andaman & Nicobar Islands,1997,5,281.1
Andaman & Nicobar Islands,1997,6,199.5
Andaman & Nicobar Islands,1997,7,918.5
Andaman & Nicobar Islands,1997,8,430.6
Andaman & Nicobar Islands,1997,9,440.2
Andaman & Nicobar Islands,1997,10,128.7
Andaman & Nicobar Islands,1997,11,292.8
Andaman & Nicobar Islands,1997,12,38.4
Andaman & Nicobar Islands,1998,1,0.9
Andaman & Nicobar Islands,1998,2,0
Andaman & Nicobar Islands,1998,3,0
Andaman & Nicobar Islands,1998,4,0
Andaman & Nicobar Islands,1998,5,348.9
Andaman & Nicobar Islands,1998,6,600
Andaman & Nicobar Islands,1998,7,364.5
Andaman & Nicobar Islands,1998,8,258.9
Andaman & Nicobar Islands,1998,9,337.8
Andaman & Nicobar Islands,1998,10,618.6
Andaman & Nicobar Islands,1998,11,227.8
Andaman & Nicobar Islands,1998,12,89
Andaman & Nicobar Islands,1999,1,46.8
Andaman & Nicobar Islands,1999,2,44.6
Andaman & Nicobar Islands,1999,3,14.2
Andaman & Nicobar Islands,1999,4,270.6
Andaman & Nicobar Islands,1999,5,257.4
Andaman & Nicobar Islands,1999,6,295
Andaman & Nicobar Islands,1999,7,408.5
Andaman & Nicobar Islands,1999,8,329.2
Andaman & Nicobar Islands,1999,9,325.3
Andaman & Nicobar Islands,1999,10,437.5
Andaman & Nicobar Islands,1999,11,124.9
Andaman & Nicobar Islands,1999,12,145.7
Andaman & Nicobar Islands,2000,1,53
Andaman & Nicobar Islands,2000,2,59
Andaman & Nicobar Islands,2000,3,171.3
Andaman & Nicobar Islands,2000,4,218.1
Andaman & Nicobar Islands,2000,5,422.8
Andaman & Nicobar Islands,2000,6,357
Andaman & Nicobar Islands,2000,7,176.3
Andaman & Nicobar Islands,2000,8,460.8
Andaman & Nicobar Islands,2000,9,250.1
Andaman & Nicobar Islands,2000,10,321.2
Andaman & Nicobar Islands,2000,11,158.3
Andaman & Nicobar Islands,2000,12,115.2
